District Name,Mandal Name,Village Name
Srikakulam,Ganguvarisigadam,Balla krishnapuram,jagannadhasagaram
Srikakulam,Ganguvarisigadam,Ballaguda,Asirammatank
Srikakulam,Ganguvarisigadam,Ballanki,Nagayi vani cheruvu
Srikakulam,Ganguvarisigadam,Ballanki,Kayyiate cheruvu
Srikakulam,Ganguvarisigadam,Ballanki,Voora cheruvu
Srikakulam,Ganguvarisigadam,Ballanki,Golivevani cheruvu
Srikakulam,Ganguvarisigadam,Ballanki,Raiyyala cheruvu
Srikakulam,Ganguvarisigadam,Ballanki,Naiyyana cheruvu
Srikakulam,Ponduru,Ballanki,Anakapalli Kurminaidu Cheruvu
Srikakulam,Ponduru,Ballanki,Gedda Batti
Srikakulam,Ponduru,Ballanki,Aggiramudu Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Pedda Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Narayanapeta Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Seetanna Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Chinkivani Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Mangalivani Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Pinni Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Nalla Bhuktanna Cheruvu
Srikakulam,Ponduru,Balli Puttuga,Ijjuvani Cheruvu
Srikakulam,Ichchapuram,Balluguda,Jogi tank
Srikakulam,Ichchapuram,BANADI,Karanam tank
Srikakulam,Ichchapuram,BANADI,Pullaramanayya tank
Srikakulam,Ichchapuram,BANADI,Cheruvu (banda)
Srikakulam,Ichchapuram,BANADI,cheruvu
Srikakulam,Ichchapuram,BANAM,Vennagai cheruvu
Srikakulam,Ichchapuram,BANAM,Vennagai cheruvu
Srikakulam,Ichchapuram,Banda,Vennagai cheruvu
Srikakulam,Ichchapuram,Bandaruvani thota,Banda
Srikakulam,Ichchapuram,Bandirevu,Ralla cheruvu
Srikakulam,Ichchapuram,Bangarampeta,Thammayya cheruvu
Srikakulam,Ichchapuram,Bangarampeta,Komati tank
Srikakulam,Ichchapuram,Bangarampeta,Yerra tank
Srikakulam,Ichchapuram,Bangarumetta,Nayudu tank
Srikakulam,Ichchapuram,BANJUKUPPA,Laxmi sagaram
Srikakulam,Ichchapuram,Bannuvada,Gangadevi tank
Srikakulam,Ichchapuram,Bannuvada,Grama banda
Srikakulam,Ichchapuram,Bannuvada,Durgasi tank
Srikakulam,Ichchapuram,BANTUKOTTURU,Bonka appayya tank
Srikakulam,Ichchapuram,BANTUKOTTURU,Kotha sagaram
Srikakulam,Ichchapuram,BANTUKOTTURU,Voora tank
Srikakulam,Ichchapuram,Bantupalli,Thatichettu tank
Srikakulam,Ichchapuram,Bantupalli,Seetharama tank
Srikakulam,Ichchapuram,Bantupalli,Kadagaya tank
Srikakulam,Ichchapuram,BANTUPALLI,Kothagaya cheruvu
Srikakulam,Ichchapuram,BANTUPALLI,Ravivari tank
Srikakulam,Kaviti,BANTUPALLI,Nakkaperumalla cheruvu
Srikakulam,Kaviti,BANTUPALLI,Bissali cheruvu
Srikakulam,Kaviti,BANTUPALLI,Karibanda Tank
Srikakulam,Kaviti,BANTUPALLI,Ponnagi Cheruvu
Srikakulam,Kaviti,BANTUPALLI,Neradi Banda Cheruvu
Srikakulam,Kaviti,Bappadam,Ralla Cheruvm
Srikakulam,Kaviti,Bappadam,Chalamma Tank
Srikakulam,Kaviti,baranikam,KothaTank
Srikakulam,Kaviti,basangi,Purusotham Tank  
Srikakulam,Kaviti,basangi,Line Yerra Tank
Srikakulam,Kaviti,basangi,Chittinaidu Tank
Srikakulam,Kaviti,basangi,Vanchana Cheruvu
Srikakulam,Kaviti,basangi,Marri Cheruu
Srikakulam,Kaviti,basangi,Beela cheruvu
Srikakulam,Kaviti,basangi,ChiNna Cheruvu
Srikakulam,Kaviti,basangi,Appanna cheruvu
Srikakulam,Kaviti,basangi,Gumma Cheruvu
Srikakulam,Kaviti,Basavaputtuga,Gummi  Cheruvu
Srikakulam,Kaviti,Basavaputtuga,Masani cheruvu
Srikakulam,Kaviti,Basavaputtuga,Kinthali cheruvu
Srikakulam,Kaviti,Basavaputtuga,Jagannayakulu cheruvu
Srikakulam,Kaviti,Baski,Bella cheruvu
Srikakulam,Kaviti,Bathili,Beela cheruvu
Srikakulam,Kaviti,Bathili,Asirivani tank
Srikakulam,Kaviti,Bathili,Kummari tank
Srikakulam,Kaviti,Bathili,Vajja Narasayya tank
Srikakulam,Kaviti,BATTUPADU,Gundam Donka cheruvu
Srikakulam,Kaviti,Bayyanapalli,Ammavari tank
Srikakulam,Kaviti,BB Gudem,Lolla Jaggayya tank
Srikakulam,Kaviti,Beemavaram,Vaddibisai tank
Srikakulam,Kaviti,Beemavaram,Budala krishnamma tank
Srikakulam,Kaviti,Beerampalli,chairevu tank
Srikakulam,Kaviti,Bejji,punamma tank
Srikakulam,Ichchapuram,Bejji,Siddikhi Tank
Srikakulam,Ichchapuram,Bejjipalli,kodandarama Tank
Srikakulam,Ichchapuram,Belamara Palavalasa,Koneru
Srikakulam,Ichchapuram,Belamara Palavalasa,Cheruvu (banda)
Srikakulam,Ichchapuram,Belamara Palavalasa,Balaji banda
Srikakulam,Kaviti,Belamara Palavalasa,PalaBanda Tan
Srikakulam,Kaviti,Belamara Palavalasa,Voora tank
Srikakulam,Kaviti,Bellupada,Beela Jakkara Cheruvu
Srikakulam,Kaviti,Bellupada,Chakali Cheruvu
Srikakulam,Kaviti,Bellupada,Yerra tank
Srikakulam,Kanchili,Bellupada,Pasupaletivani Tank
Srikakulam,Kanchili,Bellupada,Tala Tank
Srikakulam,Kanchili,Bellupada,Hetta Tank
Srikakulam,Kanchili,Bellupada,Mangala Banda
Srikakulam,Kanchili,Bellupada,Chuttugundam
Srikakulam,Kanchili,Bellupada,Tamara Gunadam
Srikakulam,Kanchili,Bellupada,Yetta Tank
Srikakulam,Kanchili,Bellupada,Karji Banda
Srikakulam,Kanchili,Bellupada,Dandasi Banda
Srikakulam,Kanchili,Bellupada,Arukla Banda
Srikakulam,Kanchili,Bellupada ,Pedda Tank
Srikakulam,Kanchili,Bellupada ,Kunchaya gaya
Srikakulam,Kanchili,Bellupada ,Yetta Tank
Srikakulam,Kanchili,Bendamurlanka ,Ura Tank
Srikakulam,Kanchili,Bendamurlanka ,Rakasi Tank
Srikakulam,Kanchili,Benejiputtu,Nisank Tank
Srikakulam,Kanchili,Benna bhupalapatnam,Jhoro Tank
Srikakulam,Kanchili,Benna bhupalapatnam,Seeta Sagar
Srikakulam,Kanchili,Benna bhupalapatnam,Kotta Tank
Srikakulam,Kanchili,Bennavaram,Paku Tank
Srikakulam,Kanchili,Bennavaram,Adikari Tank
Srikakulam,Kanchili,Bennavaram,Koita Tank
Srikakulam,Kanchili,Bennavaram,Gedda Tank
Srikakulam,Kanchili,Bennavaram,Manchilneti Tank
Srikakulam,Kanchili,Bennavaram,Dola tank
Srikakulam,Kanchili,Bennavaram,Komata tank
Srikakulam,Kanchili,Bennavram,Puchuka Tank
Srikakulam,Kanchili,Bhaganthra,Basangi Tank
Srikakulam,Kanchili,Bhaganthra,Yerra Tank
Srikakulam,Kanchili,Bhagavanpuram,chandanamodi  Kotta Tank
Srikakulam,Kanchili,Bhagavanpuram,Kotha tank
Srikakulam,Kanchili,Bhagavanpuram,Kotta Gai
Srikakulam,Kanchili,Bhaggeswaram,Jadabanda
Srikakulam,Kanchili,BHAIRISARANGAPURAM,Seetarai charuvu
Srikakulam,Kanchili,Bhalepalli,Yerra Banda
Srikakulam,Kanchili,Bhalepalli,Oora Cheruvu
Srikakulam,Kanchili,Bhalepalli,Keela Badra
Srikakulam,Kanchili,Bhandevapuram,Kotta Gundam
Srikakulam,Kanchili,BHARANIKOTA,Hetta cheruvu
Srikakulam,Kanchili,BHARANIKOTA,Kotta cheruvu(ralla banda)
Srikakulam,Kanchili,Bhaskararaopet,Yerra Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Manchineti Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Gandamma Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Kotta cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Ummadi Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Mogali Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Hetta cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Addi Cheruvu
Srikakulam,Kanchili,Bhaskararaopet,Basavaputtuga pune
Srikakulam,Kanchili,Bhaskararaopet,Malli gadi gaaya
Srikakulam,Sompeta,Bhattigalluru,Mogilikotturu tank
Srikakulam,Sompeta,Bhattigalluru,Naidu tank
Srikakulam,Sompeta,Bhavadevarapalli,Chakalibanda tank
Srikakulam,Sompeta,Bhavadevarapalli,Sagarala tank
Srikakulam,Sompeta,Bhavadevarapalli,Pothanajagadam tank
Srikakulam,Sompeta,Bhavadevarapalli, yerra banda tank
Srikakulam,Sompeta,Bhavadevarapalli,Nukala banda tank
Srikakulam,Sompeta,Bhavadevarapalli,Kari tank
Srikakulam,Sompeta,BHAVANIPURAM,Jala tank
Srikakulam,Sompeta,Bhavaypalem,Nuthala banda tank
Srikakulam,Sompeta,Bheemanapalli,Sitha sagaram
Srikakulam,Kanchili,Bheemanapalli,Makara tank
Srikakulam,Sompeta,Bheemsingi,Gollavanitank
Srikakulam,Sompeta,Bheemsingi,Mukundasagaram
Srikakulam,Sompeta,Bheemsingi,Gottivanitank
Srikakulam,Sompeta,Bheemsingi,Chinthagummi
Srikakulam,Sompeta,Bheemsingi,Kandragedda
Srikakulam,Sompeta,Bheemsingi,Mahendrathanaya River
Srikakulam,Sompeta,Bheemvaram,Peddatank
Srikakulam,Sompeta,Bhillani,Karitank
Srikakulam,Kanchili,Bhimavarapu kota,Chudapani cheruvu
Srikakulam,Kanchili,Bhimole,Karnam banda
Srikakulam,Kanchili,BHIRISASTRULAPETA,Dandasi cheruvu
Srikakulam,Mandasa,BHIRISASTRULAPETA,SIRA TANK
Srikakulam,Mandasa,BHIRISASTRULAPETA,YETA TANK
Srikakulam,Mandasa,Bhogabeni,PAHADIGAM TANK
Srikakulam,Mandasa,Bhogoler,TUNGA
Srikakulam,Mandasa,BHUPALARAJAPUARAM,SANKUJODI TANK
Srikakulam,Meliaputti,Bhurugupudi,KARIPOONU
Srikakulam,Meliaputti,Bhurugupudi,KANCHUKONDA CHERUVU
Srikakulam,Meliaputti,Bhurugupudi,NARASAPALLI CHERUVU
Srikakulam,Meliaputti,Bhushanagulla,PADALA TANK
Srikakulam,Meliaputti,Bhushanagulla,YERLA TANK
Srikakulam,Meliaputti,Bhushanagulla,BARIKI BANDA
Srikakulam,Meliaputti,Bhushanagulla,VADDIVANI BANDA
Srikakulam,Meliaputti,Bhuvanapalli,DIGULA TANK
Srikakulam,Meliaputti,Bhuvanapalli,ETALA BANDA
Srikakulam,Meliaputti,Bhyravapatnam,CHINTALLI CHERUVU
Srikakulam,Meliaputti,Bhyravapatnam,TERRA CHERUVU
Srikakulam,Meliaputti,Bhyravapatnam,NAIDU CHERUVU
Srikakulam,Meliaputti,Bhyravapatnam,RAJANNA TANK
Srikakulam,Meliaputti,Bhyravapatnam,BANJERU TANK
Srikakulam,Meliaputti,Bhyrivanipeta,PULI TANK
Srikakulam,Meliaputti,Bhyrivanipeta,TIYYALA CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,NEMAL;I CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,TUMMNAIDU MAREDU TANK
Srikakulam,Meliaputti,Bhyrivanipeta,RAMA KRUSHNA CHERUVU 
Srikakulam,Meliaputti,Bhyrivanipeta,KOTRA BANDA
Srikakulam,Meliaputti,Bhyrivanipeta,YERRA CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,PAPA CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,JAYAPULLAMMA TANK
Srikakulam,Meliaputti,Bhyrivanipeta,KANAPALA CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,CHINNA TANK
Srikakulam,Meliaputti,Bhyrivanipeta,YERRA CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,VOORA TANK
Srikakulam,Meliaputti,Bhyrivanipeta,MULI CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,MULI CHERUVU
Srikakulam,Meliaputti,Bhyrivanipeta,PEDDA TANK
Srikakulam,Meliaputti,Bhyrivanipeta,SIDDHAPATRUNITANK
Srikakulam,Meliaputti,Bhyrivanipeta,GAJAPATHIMAHARANITANK
Srikakulam,Meliaputti,Bhyrivanipeta,POONU TANK
Srikakulam,Meliaputti,Bhyrivanipeta,PEDDA POONU TANK
Srikakulam,Meliaputti,Billaiputtu,RALLA TANK
Srikakulam,Meliaputti,Billakurru,MUKTHALA SAGARAM
Srikakulam,Meliaputti,Billakurru,MADHAVANTANK
Srikakulam,Meliaputti,BILLALAVASALA,PEDDINAIDU TANK
Srikakulam,Meliaputti,Billamada,PEDDA TANK
Srikakulam,Meliaputti,Billanapalli,PEDDA TANK
Srikakulam,Meliaputti,Billanapalli,PEDDA TANK
Srikakulam,Palasa,Billumada,KOTTA TANK
Srikakulam,Palasa,BINNALA,PATA TANK
Srikakulam,Palasa,BINNALA,PEDDATANK
Srikakulam,Palasa,BINNALA,KOTTURU TANK
Srikakulam,Palasa,BINNALA,KOTTURU TANK
Srikakulam,Palasa,BINNALA,MARRI BANDA
Srikakulam,Palasa,Birusuvada,EPPATANK
Srikakulam,Palasa,bitarapadu,KONERU(NEELIBADRA)
Srikakulam,Palasa,Biyyalapeta,KAKKIRI TANK
Srikakulam,Palasa,Biyyalapeta,BARITI KONERU
Srikakulam,Palasa,Biyyalapeta,KRISHNA SAGARAM
Srikakulam,Palasa,Biyyalapeta,MONDI PUNU
Srikakulam,Palasa,biyyalapeta,VOORA TANK
Srikakulam,Palasa,biyyalapeta,GOPINADHA TANK
Srikakulam,Palasa,biyyalapeta,KOTTA TANK
Srikakulam,Palasa,biyyalapeta,SAI BANU TANK
Srikakulam,Palasa,biyyalapeta,YETTAVA TANK
Srikakulam,Palasa,biyyalapeta,SAIBUNAIDU TANK   
Srikakulam,Palasa,Biyyaputhippa,PEDDA TANK
Srikakulam,Palasa,Biyyaputhippa,BRAHMANATARLA TANK
Srikakulam,Palasa,Biyyaputhippa,BRAHMANATARLA TANK
Srikakulam,Palasa,Bobbanapalli,KEERTHIRAI TANK
Srikakulam,Palasa,BOBBILI,BANJARUCHERUVU
Srikakulam,Palasa,BOBBILI,CHAKALITANK
Srikakulam,Palasa,BOBBILI,KONERU
Srikakulam,Palasa,BOBBILI,BRAHMANA VODDU
Srikakulam,Palasa,BOBBILI,PURUSHOTTAMAVADDU
Srikakulam,Palasa,BOBBILI,KOTTACHERUVU
Srikakulam,Palasa,BOBBILI,KRISHNA TANK
Srikakulam,Palasa,BOBBILI,KONERU
Srikakulam,Palasa,BOBBILI,KOTTACHERUVU
Srikakulam,Palasa,BOBBILI,KONERU
Srikakulam,Palasa,BOBBILI,APPALAGUNDAM
Srikakulam,Palasa,BOBBILI,PARASAMBATANK
Srikakulam,Palasa,BOBBILI,CHAKALITANK
Srikakulam,Palasa,BOBBILI,KOONERUTANK
Srikakulam,Palasa,BOBBILI,KOONERUTANK
Srikakulam,Palasa,BOBBILI,PATHA TANK
Srikakulam,Palasa,BOBBILI,NEMALITANK
Srikakulam,Palasa,BOBBILI,DEVARAKONERU
Srikakulam,Palasa,BOBBILI,ATTADAKONERU
Srikakulam,Palasa,BOBBILI,KONERUTANK
Srikakulam,Palasa,BOBBILI,PEDDATANK
Srikakulam,Palasa,BOBBILI,BODDAPADUTANK
Srikakulam,Palasa,BOBBILI,DEVASAGARAM
Srikakulam,Palasa,BOBBILI,YELLAIA TANK
Srikakulam,Palasa,BOBBILI,RALLA TANK
Srikakulam,Palasa,Bobbillapadu,NEMALITANK
Srikakulam,Palasa,Bodanapalli,NAINORIKONERU
Srikakulam,Palasa,Boddakali,CHAKALI CHERUVU
Srikakulam,Vajrapukothuru,Boddanapalli,KOTTA TANK
Srikakulam,Vajrapukothuru,Boddanapalli,THADIVADA TANK
Srikakulam,Vajrapukothuru,Boddanapalli,CHANDAMMATANK
Srikakulam,Vajrapukothuru,Boddanapalli,LACHAMURU TANK
Srikakulam,Vajrapukothuru,Boddanapalli,POTURAJU GUNDAM
Srikakulam,Vajrapukothuru,Boddanapalli,SARI TANK
Srikakulam,Vajrapukothuru,Boddanapalli,ACCENAIDU TANK
Srikakulam,Vajrapukothuru,Boddanapalli,GEDDAPUNI TANK
Srikakulam,Vajrapukothuru,BodhanaPEalli,KAMBAKAYYA
Srikakulam,Vajrapukothuru,Bodunuru,CHINNATANK
Srikakulam,Vajrapukothuru,Bogapuram,REYYA TANK
Srikakulam,Vajrapukothuru,Bogapuram,MOGLI TANK
Srikakulam,Vajrapukothuru,BOGHABANDA,LOYADUBANDA
Srikakulam,Vajrapukothuru,BOGHABANDA,KOTTA TANK
Srikakulam,Vajrapukothuru,Boilakinthada,SEETHA SAGARAM
Srikakulam,Vajrapukothuru,Boilakinthada,YERRA TANK
Srikakulam,Mandasa,bommaka,GOKARLA SAGARAM
Srikakulam,Palasa,bommaka,PEDDA TANK
Srikakulam,Vajrapukothuru,Bommika jpuram,PEDDA TANK
Srikakulam,Meliaputti,Bommuru,PEDDINAIDU TANK
Srikakulam,Meliaputti,Bommuru,PEDDATANK
Srikakulam,Palasa,Bommuru,GANGA SAGARAM
Srikakulam,Mandasa,Bondada peta,JANNATANK
Srikakulam,Mandasa,Bondaguda,PEDDA TANK
Srikakulam,Pathapatnam,Bondivalasa,Ananthagri Cheruvu
Srikakulam,Pathapatnam,boodipeta,Krishnasagaram
Srikakulam,Pathapatnam,boodipeta,Voora cheruvu
Srikakulam,Pathapatnam,boodipeta,Kotha Cheruvu
Srikakulam,Pathapatnam,boodipeta,Dharmasagaram
Srikakulam,Pathapatnam,Boorja,Bokadala Cheruvu
Srikakulam,Pathapatnam,Boorja,Kotha cheruvu
Srikakulam,Pathapatnam,Boorja,Sondi Cheruvu
Srikakulam,Pathapatnam,Boorja,Dharmasgaram
Srikakulam,Pathapatnam,Boorja,Swami Cheruvu
Srikakulam,Nandigam,Bornagudem,Kothakoneru
Srikakulam,Nandigam,Borramambapuram,Tadivallakoneru
Srikakulam,Nandigam,Borramambapuram,Naidukoneru
Srikakulam,Santhabommali,Borubadra,Unkillivanitank
Srikakulam,Santhabommali,Bosubedda,Yvtank
Srikakulam,Santhabommali,botchvanivalasa,Gollabanda
Srikakulam,Santhabommali,botchvanivalasa,savaravanicheruvu
Srikakulam,Santhabommali,Bothadasingi,Tampara Cheruvu
Srikakulam,Santhabommali,Bothadasingi,Ralla Tank
Srikakulam,Santhabommali,Bothadasingi,Peddatank
Srikakulam,Santhabommali,Bottavanigavirampeta,Kothatank
Srikakulam,Santhabommali,Bottavanigavirampeta,Potinaidu tank
Srikakulam,Tekkali,Bottavanigavirampeta,MadanagoPalasagaram
Srikakulam,Tekkali,Boyapalem,Voora Tank
Srikakulam,Tekkali,BRAHMANATARLA,Krishna sagaram
Srikakulam,Tekkali,BRAHMANATARLA,Voora Tank
Srikakulam,Tekkali,BRAHMANATHARLA,Peddathamara Tank
Srikakulam,Tekkali,BRajeru,Radhakanthamma Tank
Srikakulam,Tekkali,BRHMANATHARLA,Pedda Tank
Srikakulam,Tekkali,BS PURAM,Patrun Tank
Srikakulam,Tekkali,Buchavaram,Dali Tank
Srikakulam,Tekkali,Buchempeta,Voora Tank
Srikakulam,Tekkali,buchhirajupeta,Nanda Sagaram
Srikakulam,Tekkali,buchhirajupeta,Pedda Tank
Srikakulam,Tekkali,buchhirajupeta,Gollagandi Tank
Srikakulam,Tekkali,buchhirajupeta,Peddatank
Srikakulam,Tekkali,buchhirajupeta,Edulavanitank
Srikakulam,Tekkali,buchhirajupeta,Sukadevupeta
Srikakulam,Tekkali,buchhirajupeta,Koturu(Modugulapeta)
Srikakulam,Santhabommali,buchhirjupeta,Kari Tank
Srikakulam,Santhabommali,BUDARISING,Kotta Tank
Srikakulam,Santhabommali,budatanapalli,Thamara Tank
Srikakulam,Santhabommali,Budatanapalli,Pedda Tank
Srikakulam,Kotabommali,Budatanapalli,Pedda Tank
Srikakulam,Pathapatnam,Budatanapalli,Maida Gummi
Srikakulam,Pathapatnam,Budatanapalli,Pedda Tank
Srikakulam,Pathapatnam,budatanapalli,Rajula Tank
Srikakulam,Pathapatnam,Budathanapalli,Asarla Sagaram
Srikakulam,Pathapatnam,budathanapalli,Jaburuvanitank
Srikakulam,Nandigam,budathanapalli,Seethasagaram
Srikakulam,Nandigam,budathanapalli,Padmanabhasagaram
Srikakulam,Nandigam,budathanapalli,Komaturu
Srikakulam,Nandigam,Budathanapalli,Lakhidasupuram
Srikakulam,Tekkali,budathanapalli,Pedda Tank
Srikakulam,Tekkali,Budathanapalli,Bhadrakshi Tank
Srikakulam,Tekkali,budathanapalli,Voora Tank
Srikakulam,Tekkali,budathanapalli,Pamidigaya Tank
Srikakulam,Tekkali,budathanapalli,Sariya Tank
Srikakulam,Tekkali,budathanapalli,Rama Sagaram
Srikakulam,Tekkali,budathanapalli,Anantha Sagaram
Srikakulam,Santhabommali,budathanapalli,Pedda Tank
Srikakulam,Santhabommali,Budathanapalli,Pothunaidu Tank
Srikakulam,Nandigam,Budithi,Voora Tank
Srikakulam,Nandigam,Budithi,Nalla Tank
Srikakulam,Nandigam,Budithi,Venkatasagaram
Srikakulam,Tekkali,Bulleddulapalem,Seethasagaram
Srikakulam,Tekkali,Burandi,Kothabanda
Srikakulam,Kotabommali,Burandi,Thamayya cheruvu
Srikakulam,Kotabommali,Burandi,Ralla koneru
Srikakulam,Kotabommali,Burandi,Jogi Tank
Srikakulam,Kotabommali,Buridivalasa,Pedda Tank
Srikakulam,Kotabommali,Buridivalasa,Yarakasi Tank
Srikakulam,Kotabommali,Buridivalasa,Malabanda
Srikakulam,Kotabommali,Buridivalasa,Tatibanda
Srikakulam,Kotabommali,Buridivalasa,Sandi Cheruvu
Srikakulam,Kotabommali,Burubadhra,Pedda Tank
Srikakulam,Kotabommali,Burubhadra,Pedda Tank
Srikakulam,Nandigam,Burubhadra,Krishnakoneru
Srikakulam,Nandigam,Burubhadra,Rallatank
Srikakulam,Nandigam,Burubhadra,Pudicharlatank
Srikakulam,Nandigam,Burubhadra,Kothakoneru
Srikakulam,Nandigam,Burujola,Naidukoneru
Srikakulam,Nandigam,Burujola,Peddatank
Srikakulam,Nandigam,Burujola,Chinnatank
Srikakulam,Nandigam,Burujola,Kasarlikoneru
Srikakulam,Nandigam,Burujola,Chimalanaidutenk
Srikakulam,Nandigam,Burujola,Retticheruvu
Srikakulam,Nandigam,Butchampeta,Laxmisagaram
Srikakulam,Nandigam,Butchampeta,Konditicheruvu
Srikakulam,Nandigam,Butchampeta,Peddacheruvu
Srikakulam,Nandigam,Butchampeta,Kummaricheruvu
Srikakulam,Nandigam,Butchampeta,Kanapala Cheruvu
Srikakulam,Nandigam,Butchampeta,Rottcheruvu
Srikakulam,Nandigam,Butchampeta,Rallacheruvu
Srikakulam,Nandigam,Butchampeta,Vooracheruvu
Srikakulam,Nandigam,Butchampeta,Lakshmisagaram
Srikakulam,Nandigam,Butchampeta,Bonaganna Cheruvu
Srikakulam,Nandigam,Butchiraju peta,Nallacharuvu
Srikakulam,Nandigam,Butchiraju peta,Ammavaricheruvu
Srikakulam,Nandigam,Bynepalli,Voora Tank
Srikakulam,Nandigam,Bynepalli,Nalla Tank
Srikakulam,Pathapatnam,Ceruvumadhavaram,Diguvani Tank
Srikakulam,Pathapatnam,Ch Agraharam,Yaguva Tank
Srikakulam,Pathapatnam,Ch Agraharam,Naidu Tank
Srikakulam,Pathapatnam,Ch Agraharam,Kuditha Ramasagaram
Srikakulam,Pathapatnam,Ch Agraharam,Yarra Tank
Srikakulam,Pathapatnam,Ch Agraharam,Nalla Tank
Srikakulam,Pathapatnam,Ch B Peta,Thati Tank
Srikakulam,Pathapatnam,Ch B Peta,Pedda Cheruvu
Srikakulam,Pathapatnam,Ch B Peta,Voora Tank
Srikakulam,Pathapatnam,CH MURPAKA,Dharmasagaram
Srikakulam,Pathapatnam,CH MURPAKA,Yarra Cheruvu
Srikakulam,Pathapatnam,CH MURPAKA,Krishnasagaram
Srikakulam,Pathapatnam,Ch sompeta,Naidu Cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Pedda cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Karanam maddanna Cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Peerunaidu Cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Raikarra Cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Pedda cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Voora cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Krishnasagaram
Srikakulam,Pathapatnam,Ch sompeta,Pedda Tank
Srikakulam,Pathapatnam,Ch sompeta,Balabadruni Cheruvu
Srikakulam,Pathapatnam,Ch sompeta,Katragada cheruvu
Srikakulam,Pathapatnam,Ch.Agraharam,Lingu Cheruvu
Srikakulam,Pathapatnam,Ch.Agraharam,Kanapala Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Komati Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Eppala Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Kotha Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Patha Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Kotha Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Kari Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Kanapala Cheruvu
Srikakulam,Pathapatnam,Ch.Boddavalasa,Voora cheruvu
Srikakulam,Pathapatnam,Ch.Rajam,Kanapala Cheruvu
Srikakulam,Pathapatnam,Ch.Rajam,GoPalasagaram
Srikakulam,Pathapatnam,Ch.Rajam,rayanacharuvu
Srikakulam,Pathapatnam,Ch.Rajam,Tatichattala Cheruvu
Srikakulam,Pathapatnam,Ch.Rajam,Jogi Banda
Srikakulam,Pathapatnam,Ch.Rajam,Ananthagri Cheruvu
Srikakulam,Pathapatnam,Ch.Rajam,Krishnasagaram
Srikakulam,Pathapatnam,Ch.Rajam,Voora cheruvu
Srikakulam,Pathapatnam,Ch.Rajam,Kotha Cheruvu
Srikakulam,Pathapatnam,ch.Uppada ,Dharmasagaram
Srikakulam,Pathapatnam,ch.Uppada ,Balagavani Cheruvu
Srikakulam,Pathapatnam,ch.Uppada ,Kandala Koneru
Srikakulam,Pathapatnam,ch.Uppada ,Mallapapayya Cheruvu
Srikakulam,Pathapatnam,Chagundi,Voora cheruvu
Srikakulam,Pathapatnam,Chagundi,Venkatasagaram
Srikakulam,Pathapatnam,Chakipalli Kotturu,Nalla cheruvu
Srikakulam,Pathapatnam,Chakipalli Kotturu,Voora Cheruvu
Srikakulam,Pathapatnam,Chakipalli Kotturu,Narayana cheruvu
Srikakulam,Pathapatnam,chakivalsa,Matam Cheruvu
Srikakulam,Pathapatnam,chakivalsa,Dharmasagaram
Srikakulam,Pathapatnam,"chakradevarapalli,Vegavaram,taduvai",Pedda Tank
Srikakulam,Pathapatnam,"chakradevarapalli,Vegavaram,taduvai",Pedda Tank
Srikakulam,Santhabommali,Chalampalem,Seethasagaram
Srikakulam,Santhabommali,challachinthalapudi,Boddavallabanda
Srikakulam,Santhabommali,Challapalli,Chinnapaturnitank
Srikakulam,Santhabommali,Challapalli,Peddapatrunitank
Srikakulam,Santhabommali,Challapalli,mondigedda
Srikakulam,Santhabommali,Chamalapalli,Peddacheruvu
