district_name,mandal_name,panchayath_code,panchayath_name
West Godavari,576,215052,Yerraicheruvu
Prakasam,577,235678,Jagannadhapuram
Prakasam,577,235675,Surepalli
Prakasam,577,235673,Chennareddypalli
Prakasam,577,235681,Tadivaripalli
Prakasam,577,235684,Kalujuvvalapadu
Prakasam,577,235685,Ragasamudram
Prakasam,577,235682,Nagellamudupu
Prakasam,577,235672,Tarlupadu
Prakasam,577,235686,Pothalapadu
Prakasam,577,235674,Seethanagulavaram
Prakasam,577,235679,Meerjapeta
Prakasam,577,235680,Gollapalli
Prakasam,577,235676,Thummalacheruvu
Prakasam,577,235683,Mangalakunta
Prakasam,577,235687,Ganugapenta
Prakasam,577,235677,Kethagudipi
Srikakulam,578,211597,Gudem
Srikakulam,578,211611,Seethapuram
Srikakulam,578,211600,Meghavaram
Srikakulam,578,211606,Peddasana
Srikakulam,578,211614,Telineelapuram
Srikakulam,578,211601,Mokhalingapuram
Srikakulam,578,211613,Tekkali
Srikakulam,578,211591,Ayodhyapuram
Srikakulam,578,211599,Lingalavalasa
Srikakulam,578,211608,Radhavallabhapuram
Srikakulam,578,211610,Sasanam
Srikakulam,578,211615,Thirlangi
Srikakulam,578,211594,Boppaipuram
Srikakulam,578,211592,Bannuvada
Srikakulam,578,211607,Polavaram
Srikakulam,578,211596,Chakipalle
Srikakulam,578,211612,Talagam
Srikakulam,578,211616,Tolusurupalle
Srikakulam,578,211605,Pedarokallapalli
Srikakulam,578,211602,Narsingapalle
Srikakulam,578,211593,Bhagavanpuram
Srikakulam,578,211590,Akkavaram
Srikakulam,578,211598,Konusulakothuru
Srikakulam,578,211595,Buragam
Srikakulam,578,211604,Pathanaupada
Srikakulam,578,211603,Parasarampuram
Srikakulam,578,211609,Ravivalasa
Guntur,579,200816,Nelapadu
Guntur,579,200813,Kopalle
Guntur,579,200805,Chavavaripalem
Guntur,579,200812,Kolakaluru
Guntur,579,200807,Gudiwada
Guntur,579,200817,Pedaravuru
Guntur,579,200818,Sangamjagarlamudi
Guntur,579,200804,Burripalem
Guntur,579,200820,Telaprolu
Guntur,579,200809,Jaggadiguntapalem
Guntur,579,200803,Angalakuduru
Guntur,579,200811,Kattevaram
Guntur,579,200814,Mallepadu
Guntur,579,200808,Haffpeta
Guntur,579,200806,Erukalapudi
Guntur,579,200810,Kancherlapalem
Guntur,579,200815,Nandivelugu
Guntur,579,200819,Somasundarapalem
East Godavari,580,199842,Gadimoga
East Godavari,580,199847,Latchipalem
East Godavari,580,199849,P. Mallavaram
East Godavari,580,199840,Chollangi Peta
East Godavari,580,199848,Neelapalle
East Godavari,580,199850,Patavala
East Godavari,580,199846,Koringa
East Godavari,580,199854,Tallarevu
East Godavari,580,199853,Sunkarapalem
East Godavari,580,199839,Chollangi
East Godavari,580,199844,Govalanka
East Godavari,580,199845,Injaram
East Godavari,580,199851,Pillanka
East Godavari,580,199852,Polekurru
East Godavari,580,199841,G. Vemavaram
East Godavari,580,199843,George Peta
East Godavari,580,199855,Uppangala
Chittoor,581,197829,Balreddigaripalle
Chittoor,581,197838,Kotala
Chittoor,581,197833,Gopidinne
Chittoor,581,197832,Gangireddipalle
Chittoor,581,197837,Kotakonda
Chittoor,581,197846,Yerrasanipalle
Chittoor,581,197844,Renimakulapalle
Chittoor,581,197847,Zunjurupenta
Chittoor,581,197845,Thamballapalle
Chittoor,581,197842,R.N.Thanda
Chittoor,581,197831,Eddulavaripalle
Chittoor,581,197840,Marrimakulapalle
Chittoor,581,197835,Kannemadugu
Chittoor,581,197834,Gundlapalle
Chittoor,581,197836,Kosuvaripalle
Chittoor,581,197839,Kukkarajupalle
Chittoor,581,197843,Reddikota
Chittoor,581,197830,Diguvapalem
Chittoor,581,197841,Panchalamarri
Chittoor,582,197849,Aragonda Gollapalle
Chittoor,582,197876,Thellagundlapalle
Chittoor,582,197878,Uthara Brahmanapalle
Chittoor,582,197872,Punya Samudram
Chittoor,582,197852,Diguva Thadakara
Chittoor,582,197879,Vengampalle
Chittoor,582,197856,Eguva Thadakara
Chittoor,582,197851,Diguva Magham
Chittoor,582,197861,Karakampalle
Chittoor,582,197864,Madhavaram
Chittoor,582,197860,Jonnagurukula
Chittoor,582,197867,Muthukur
Chittoor,582,197870,Pallecheruvu
Chittoor,582,197875,Thavanampalle Puttur
Chittoor,582,197874,Thavanampalle
Chittoor,582,197868,Mynogundlapalle
Chittoor,582,197877,Thodathora
Chittoor,582,197854,Eachaneri
Chittoor,582,197865,Mallakunta
Chittoor,582,197866,Mathyam
Chittoor,582,197871,Patnam
Chittoor,582,197862,Kattakindapalle
Chittoor,582,197855,Eguva Maredupalle
Chittoor,582,197850,Cherlopalle
Chittoor,582,197858,Govindareddipalle
Chittoor,582,197863,Kondrajukalva
Chittoor,582,197857,Eguva Thavanampalle
Chittoor,582,197869,Nalisettipalle
Chittoor,582,197848,Aragonda
Chittoor,582,197873,Sarakallu
Chittoor,582,197859,Gurukavaripalle
Chittoor,582,197853,Diguvamodalapalle
Vizianagaram,583,213203,Punuvalasa
Vizianagaram,583,213208,Therlam
Vizianagaram,583,213184,D.Gadabavalasa
Vizianagaram,583,213201,Panukuvalasa
Vizianagaram,583,213189,Kavirayanivalasa
Vizianagaram,583,213210,Velagavalasa
Vizianagaram,583,213180,Amity
Vizianagaram,583,213181,Arasabalaga
Vizianagaram,583,213211,Vijayarampuram
Vizianagaram,583,213188,Kagam
Vizianagaram,583,213193,Lingapuram
Vizianagaram,583,213183,Chinnayapeta
Vizianagaram,583,213205,Rangappavalasa
Vizianagaram,583,213191,Kunayavalasa
Vizianagaram,583,213195,Madhavarangarayapuram
Vizianagaram,583,213196,N.Burjavalsa
Vizianagaram,583,213209,Uddavolu
Vizianagaram,583,213190,Koratam
Vizianagaram,583,213185,Gangannapadu
Vizianagaram,583,213202,Perumali
Vizianagaram,583,213192,Kusumuru
Vizianagaram,583,213198,Nandigam
Vizianagaram,583,213199,Nemalam
Vizianagaram,583,213200,Pamulavalasa
Vizianagaram,583,213186,Gapalavalasa
Vizianagaram,583,213206,Sathivada
Vizianagaram,583,213204,Rajayyapeta
Vizianagaram,583,213182,Cheekatipeta
Vizianagaram,583,213197,Nandabalaga
Vizianagaram,583,213194,Locherla
Vizianagaram,583,213207,Sundarada
Vizianagaram,583,213187,Goluguvalsa
East Godavari,584,199871,Srungavruksham
East Godavari,584,199860,Gollamusalayyapeta
East Godavari,584,199863,Kommanapalle
East Godavari,584,199859,Danavaipeta
East Godavari,584,199864,Kothaperumalapuram
East Godavari,584,199869,Ravikampadu
East Godavari,584,199866,P.Agraharam
East Godavari,584,199856,A.Kothapalle
East Godavari,584,199867,P.E.Chinnayapalem
East Godavari,584,199865,Krishanpuram
East Godavari,584,199872,Thondangi
East Godavari,584,199873,Vemavaram
East Godavari,584,199868,Pydikonda
East Godavari,584,199861,Gopalapatnam
East Godavari,584,199870,Seetharampuram
East Godavari,584,199857,A.V.Nagaram
East Godavari,584,199858,Bendapudi
East Godavari,584,199874,Yerrayyapeta
East Godavari,584,199862,Kodada
Y.S.R.,585,198815,Agadur
Y.S.R.,585,198827,Thellur
Y.S.R.,585,198818,Buchupalli
Y.S.R.,585,198819,Gotur
Y.S.R.,585,198828,Thondur
Y.S.R.,585,198816,Bhadrampalli
Y.S.R.,585,198817,Bodivari Palli
Y.S.R.,585,198825,Saidapuram
Y.S.R.,585,198823,Mallela
Y.S.R.,585,198829,Udavagandla
Y.S.R.,585,198824,Palur
Y.S.R.,585,198820,Gundlamadugu
Y.S.R.,585,198826,Santhakovvur
Y.S.R.,585,198822,Maduru
Y.S.R.,585,198821,Inagalur
SPSR Nellore,586,209039,Koduru
SPSR Nellore,586,209034,China Thopu
SPSR Nellore,586,209046,Peduru
SPSR Nellore,586,209038,Iskapalem
SPSR Nellore,586,209048,South Amulur
SPSR Nellore,586,209036,Eduru
SPSR Nellore,586,209041,Kovera Palem
SPSR Nellore,586,209055,Vilukanipalli
SPSR Nellore,586,209051,Thotapalli
SPSR Nellore,586,209042,Macherla Vari Palem
SPSR Nellore,586,209040,Kothapalem
SPSR Nellore,586,209052,Varakavipadu
SPSR Nellore,586,209050,Thotapalligudur -1
SPSR Nellore,586,209035,Chinna Cherukuru
SPSR Nellore,586,209045,Narukuru
SPSR Nellore,586,209043,Mallikarjuna Puram
SPSR Nellore,586,209054,Venkannapalem
SPSR Nellore,586,209037,Mandapam
SPSR Nellore,586,209044,Mungaladoruvu
SPSR Nellore,586,209053,Varigonda
SPSR Nellore,586,257832,Thotapalli Gudur Bit Ii
SPSR Nellore,586,209047,Potla Pudi
Krishna,587,203721,Iluru
Krishna,587,203729,Yakamuru
Krishna,587,203728,Vallurupalem
Krishna,587,203717,Chinapulipaka
Krishna,587,203727,Thotlavalluru
Krishna,587,203724,Pamullanka
Krishna,587,203723,Kummamuru
Krishna,587,203725,Penamakuru
Krishna,587,203722,Kanakavali
Krishna,587,203714,Bhadrirajupalem
Krishna,587,203720,Gurivindapalli
Krishna,587,203718,Devarapalli
Krishna,587,203716,Chagantipadu
Krishna,587,203726,Royyuru
Krishna,587,203719,Garikaparru
Krishna,587,203715,Boddapadu
Chittoor,588,197889,Karakollu
Chittoor,588,197893,Lingamanaidupalle
Chittoor,588,197882,Chinnasingamala
Chittoor,588,197898,Poyya
Chittoor,588,197884,Chiyyavaram
Chittoor,588,197888,Kanchanapalle
Chittoor,588,197881,Bonupalle
Chittoor,588,197894,Pedda Kannali
Chittoor,588,197880,Basavaiahpalem
Chittoor,588,197904,Thangellapalem
Chittoor,588,197906,Thottambedu
Chittoor,588,197900,Routhusuramala
Chittoor,588,197890,Kasaram
Chittoor,588,197886,Gundeligunta
Chittoor,588,197903,Sivanadhapalem
Chittoor,588,197885,Chodavaram
Chittoor,588,197902,Sheshama Naidukandriga
Chittoor,588,197901,Sambaiahpalem
Chittoor,588,197883,Chittathur
Chittoor,588,197897,Pillamedu
Chittoor,588,197891,Konathaneri
Chittoor,588,197887,Ilaganur
Chittoor,588,197905,Thatiparthi
Chittoor,588,197896,Pennalapadu
Chittoor,588,197895,Peddakanaparthi
Chittoor,588,197892,Kotha Kandriga
Chittoor,588,197899,Pudi
Guntur,589,200837,Vaddamanu
Guntur,589,200823,Borupalem
Guntur,589,200832,Pedaparimi
Guntur,589,200838,Velagapudi
Guntur,589,200833,Rayapudi
Guntur,589,200831,Nelapadu
Guntur,589,200825,Harichandrapuram
Guntur,589,200830,Nekkallu
Guntur,589,200836,Vuddandarayunipalem
Guntur,589,200821,Abbarajupalem
Guntur,589,200822,Ananthavaram
Guntur,589,200824,Dondapadu
Guntur,589,200835,Thulluru
Guntur,589,200826,Inavolu
Guntur,589,200827,Lingayapalem
Guntur,589,200829,Mandadam
Guntur,589,200839,Venkatapalem
Guntur,589,200834,Sakhamuru
Guntur,589,200828,Malkapuram
Chittoor,590,197910,Chiguruwada
Chittoor,590,1000005201,
Chittoor,590,197930,Thanapalle
Chittoor,590,197934,Vemur
Chittoor,590,197924,Pathur
Chittoor,590,197933,Vedanthapuram
Chittoor,590,197917,C.Mallavaram
Chittoor,590,197911,Durgasamudram
Chittoor,590,197932,Tiruchanur
Chittoor,590,197915,Kupuchandrapeta
Chittoor,590,197926,Perur
Chittoor,590,197908,Brahmanapattu
Chittoor,590,197931,Thummalagunta
Chittoor,590,197920,Padmavathipuram
Chittoor,590,197919,Padi @ Padipeta
Chittoor,590,197929,Sainagar
Chittoor,590,197927,Pudipatla
Chittoor,590,197923,Pathakalva
Chittoor,590,197913,Kothur
Chittoor,590,197912,Gollapalle
Chittoor,590,197928,Ramanujapalle
Chittoor,590,197937,Settipalle
Chittoor,590,197907,Avilala
Chittoor,590,197922,Panakam
Chittoor,590,197918,Mundlapudi
Chittoor,590,197914,Kuntrapakam
Chittoor,590,197925,Perumalpalle
Chittoor,590,197916,Mallam Gunta
Chittoor,590,197909,Cherlopalle
Chittoor,590,197921,Paidipalle
Chittoor,591,1000006255,
Chittoor,591,1000006254,
Chittoor,591,1000005200,
Krishna,592,203737,Mustikuntla
Krishna,592,203733,Erukapadu
Krishna,592,1000023810,
Krishna,592,203742,Kakarla
Krishna,592,203738,Rolupadi
Krishna,592,203735,Mallela
Krishna,592,203739,Akkapalem
Krishna,592,203745,Lakhmipuram
Krishna,592,203732,Chowtapalli
Krishna,592,203740,Chinthalapadu
Krishna,592,1000023788,
Krishna,592,203730,Anjaneyapuram
Krishna,592,203731,Chittela
Krishna,592,203736,Munukulla
Krishna,592,203746,Peddavaram
Krishna,592,203749,Erramadu
Krishna,592,203747,Vamakuntla
Krishna,592,203743,Kokilampadu
Krishna,592,203748,Vavilala
Krishna,592,203744,Komireddipalli
Krishna,592,203734,Kothuru
Krishna,592,1000023785,
Krishna,592,203741,Ganugapadu
Prakasam,593,235027,Tripuranthakam
Prakasam,593,235035,Ganapavaram
Prakasam,593,235042,Lellapalli
Prakasam,593,235034,Viswanadhapuram
Prakasam,593,235029,Dupadu
Prakasam,593,235036,Endurivaripalem
Prakasam,593,235039,Kankanalapalli
Prakasam,593,235049,K.Annasamudram
Prakasam,593,235048,P.Annasamudram
Prakasam,593,235038,G.Ummadivaram
Prakasam,593,235030,Nadigadda
Prakasam,593,235033,Vellamapalli
Prakasam,593,235040,Somepalli
Prakasam,593,235043,Ramasamudram
Prakasam,593,235046,D.V.N.Colony
Prakasam,593,235037,Medapi
Prakasam,593,235045,Oddupalem
Prakasam,593,235031,Kesinenipalli
Prakasam,593,235044,Mudivemula
Prakasam,593,235041,Mittapalem
Prakasam,593,235047,Miriyampalli
Prakasam,593,235032,Gollapalli
Prakasam,593,235028,Rajupalem
Guntur,594,200845,Edlapalli
Guntur,594,200848,Manduru
Guntur,594,200846,Kommuvaripalem
Guntur,594,200853,Penugudurupadu
Guntur,594,200840,Alapadu
Guntur,594,200856,Valiveru
Guntur,594,200841,Ambedkarnagar
Guntur,594,200857,Vetapalem
Guntur,594,200847,Kothapallinarkallapalli
Guntur,594,200851,Nadigaddavaripalem
Guntur,594,200844,Dindipalem
Guntur,594,200850,Munnangivaripalem
Guntur,594,200854,Thottempudi
Guntur,594,200843,Chinaparimi
Guntur,594,200852,Pedagadelavarru
Guntur,594,200842,Chinagadelavarru
Guntur,594,200855,Tsunduru
Guntur,594,200849,Modukuru
Kurnool,595,204682,Upparlapalli
Kurnool,595,204676,Ramapuram
Kurnool,595,204678,Rampalli
Kurnool,595,204668,Gooty Erragudi
Kurnool,595,204680,Sabhashpuram
Kurnool,595,204665,Chennampalle
Kurnool,595,204669,Jonnagiri
Kurnool,595,204674,Pagidiroy
Kurnool,595,204673,Nunusuralla
Kurnool,595,204670,Kandamakuntla
Kurnool,595,204664,Bondimadugula
Kurnool,595,204681,Tuggali
Kurnool,595,204672,Mukkella
Kurnool,595,204667,Girigetla
Kurnool,595,204677,Ramkonda
Kurnool,595,204666,Edduladoddi
Kurnool,595,204675,Pendekallu
Kurnool,595,204671,Marella
Kurnool,595,204679,Ratana
East Godavari,596,199889,S.Annavaram
East Godavari,596,199888,Rekhavanipalem
East Godavari,596,199883,Kothuru
East Godavari,596,199876,Chamavaram
East Godavari,596,199879,Dondavaka
East Godavari,596,199875,Atikivanipalem
East Godavari,596,199894,Venkatanagaram
East Godavari,596,199877,Chepuru
East Godavari,596,199886,N.Suravaram
East Godavari,596,199884,Kummarilova
East Godavari,596,199881,K.O.Mallavaram
East Godavari,596,199882,Kolimeru
East Godavari,596,199890,Talluru
East Godavari,596,199892,Timmapuram
East Godavari,596,199880,Hamsavaram
East Godavari,596,199887,Rapaka
East Godavari,596,199891,Tetagunta
East Godavari,596,199893,Valluru
East Godavari,596,199878,D.Polavaram
SPSR Nellore,597,209061,G.Cherlo Palle
SPSR Nellore,597,209072,Vengal Rao Nagar
SPSR Nellore,597,209063,Gandipalem
SPSR Nellore,597,209069,Sakunalapalle
SPSR Nellore,597,209060,G.Ayyavari Palle
SPSR Nellore,597,209064,Gannepalle
SPSR Nellore,597,209068,Pullayapalle
SPSR Nellore,597,209057,Arlapadiya
SPSR Nellore,597,209066,Krishnampalle
SPSR Nellore,597,209071,Udayagiri
SPSR Nellore,597,209067,Nelaturu
SPSR Nellore,597,209070,Thirumalapuram
SPSR Nellore,597,209062,G.Cheruvupalli
SPSR Nellore,597,209058,Bandaganipalli
SPSR Nellore,597,209056,Appasamudram
SPSR Nellore,597,209065,Kondayapalem
SPSR Nellore,597,209059,Dasari Palle
Prakasam,598,235719,Bheemavaram
Prakasam,598,235723,Chagollu
Prakasam,598,235718,Ulavapadu
Prakasam,598,235722,Veerepalli
Prakasam,598,235725,Pedapattapupalem
Prakasam,598,235721,Krishnapuram
Prakasam,598,235720,Baddipudi
Prakasam,598,235717,Karedu
Prakasam,598,235715,Mannetikota
Prakasam,598,235716,Atmakuru
Prakasam,598,235726,Ramayapatnam
Prakasam,598,235724,Chakicherla
West Godavari,599,215067,Chilukuru
West Godavari,599,215081,Velivarru
West Godavari,599,215066,Cherukuwada
West Godavari,599,215071,Kolamuru
West Godavari,599,215065,Arthamuru
West Godavari,599,215069,Kaligotla
West Godavari,599,215070,Kalisipudi
West Godavari,599,215075,Panduvva
West Godavari,599,215074,Pamulaparru
West Godavari,599,215072,Mahadevapatnam
West Godavari,599,215064,Aredu
West Godavari,599,215073,Narasimharajapuraagraharam
West Godavari,599,215080,Vendram
West Godavari,599,215078,Unudurru
West Godavari,599,215079,Uppuluru
West Godavari,599,215068,Chinapulluru
West Godavari,599,215077,Undi
West Godavari,599,215076,Pedapulleru
West Godavari,599,215082,Yendagandi
West Godavari,600,215087,Kaldhari
West Godavari,600,215093,Tadiparru
West Godavari,600,215096,Velagadurru
West Godavari,600,215091,Satyawada
West Godavari,600,215095,Vadluru
West Godavari,600,215088,Mortha
West Godavari,600,215089,Palangi
West Godavari,600,215092,Suryaraopalem
West Godavari,600,215085,Dammennu
West Godavari,600,215083,Chilakapadu
West Godavari,600,215090,Pasalapudi
West Godavari,600,215086,K.Savaram
West Godavari,600,215094,Undrajavaram
West Godavari,600,215084,Chivatam
West Godavari,600,215097,Velivennu
Krishna,601,203773,Veldipadu
Krishna,601,203764,Nandamuru
Krishna,601,203759,Lankapalli
West Godavari,602,215123,Venkatadriapparaopuram
West Godavari,602,215099,Apparaopeta
Krishna,601,203753,Chagantipadu
West Godavari,602,215112,Nallamadu
Krishna,601,203751,Atkur
West Godavari,602,215119,Timmayapalem
Krishna,601,203768,Pottipadu
Krishna,601,203755,Elukapadu
West Godavari,602,215104,Gollagudem
Krishna,601,203769,Tarigoppula
West Godavari,602,215117,Setarampuram
Krishna,601,203774,Velinuthala
Krishna,601,203762,Mukkapadu
Krishna,601,203758,Koyyagurappadu
West Godavari,602,215122,Vellamilli
West Godavari,602,215106,Gopinathapatnam
Krishna,601,203765,Narayanaapparamapet
Krishna,601,203775,Vemanda
Krishna,601,203766,Peda Avutapalli
West Godavari,602,215121,Uppakapadu
Krishna,601,203771,Thuttagunta
West Godavari,602,215109,Kakarlamudi
West Godavari,602,215107,Kagupadu
West Godavari,602,215102,Chebrolu
Krishna,601,203767,Ponukumadu
West Godavari,602,215113,Narayanapuram
West Godavari,602,215111,Nachugunta
Krishna,601,203754,Chikanala
West Godavari,602,215116,Ravulaparru
West Godavari,602,215118,Tallapuram
Krishna,601,203772,Unguturu
Krishna,601,203770,Telaprolu
West Godavari,602,215115,Rachuru
West Godavari,602,215100,Badampudi
West Godavari,602,215103,Dontavaram
West Godavari,602,215108,Kaikaram
Krishna,601,203756,Garapadu
Krishna,601,203776,Vempadu
West Godavari,602,215101,Bommidi
Krishna,601,203760,Madhirapadu
Krishna,601,203757,Indupalli
West Godavari,602,215098,Akkupalligokavaram
West Godavari,602,215105,Gopalapuram
West Godavari,602,215120,Unguturu
Krishna,601,203763,Nagavarappadu
Krishna,601,203750,Amudalapalli
West Godavari,602,215110,Kamsaligunta
West Godavari,602,215124,Yerramillipadu
West Godavari,602,215114,Neeladripuram
Krishna,601,203752,Bokinala
Krishna,601,203761,Manikonda
East Godavari,603,199896,Chinagedavilli
East Godavari,603,199910,Vanapallipalem
East Godavari,603,199903,Nimmakayalakothapalle
East Godavari,603,199911,Vilasavilli
East Godavari,603,199909,Uppalaguptam
East Godavari,603,199907,Surasaniyanam
East Godavari,603,199899,Kithanacheruvu
East Godavari,603,199908,T.Challapalle
East Godavari,603,199895,Bheemanapalli
East Godavari,603,199902,Nangavaram
East Godavari,603,199900,Kunavaram
East Godavari,603,199898,Gopavaram
East Godavari,603,199904,Pedagadavalli
East Godavari,603,199901,Munipalle
East Godavari,603,199897,Gollavalli
East Godavari,603,199906,Saripalli
East Godavari,603,199905,Sannavilli
1,604,196683,Indravathi
1,604,196689,Peddakowkuntla
1,604,196693,Shaiksanipalli
1,604,196685,Mopidi
1,604,196681,Budagavi
1,604,196695,Veligonda
1,604,196694,Uravakonda (MAJOR)
1,604,196684,Lathavaram
1,604,196682,Chinnamusturu
1,604,196691,Rayampalli
1,604,196690,Raketla
1,604,196686,Nerimetla
1,604,196696,Vyasapuram
1,604,196687,Nimbagal
1,604,196688,Pedda Musturu
1,604,196692,Renimakulapalli
1,604,196680,Amidala
Kurnool,605,204695,Rupanagudi
Kurnool,605,204693,R. Jambuladinne
Kurnool,605,204683,Allur
Kurnool,605,204684,Bodemmanur
Kurnool,605,204685,Govindapalle
Kurnool,605,204686,Harivaram
Kurnool,605,204688,Kakarawada
Kurnool,605,204696,Sarvaipalle
Kurnool,605,204691,Narsepalle
Kurnool,605,204699,Uyyalawada
Kurnool,605,204697,Suddamalla
Kurnool,605,204698,Thudumuladinne
Kurnool,605,204689,Kondupalle
Kurnool,605,204687,Injedu
Kurnool,605,204692,Pedda Emmanur
Kurnool,605,204694,R.Papampalle
Kurnool,605,204690,Mayalur
Chittoor,606,197950,Pathiputtur
Chittoor,606,197956,Thirumandyam
Chittoor,606,197958,Vadamala Pet
Chittoor,606,197943,Kadirimangalam
Chittoor,606,197939,Alimelu Manga Puram
Chittoor,606,197946,Lakshmammakandriga
Chittoor,606,197947,Narayanapuram
Chittoor,606,197945,Kayam
Chittoor,606,197954,Sri Bommaraju Puram
Chittoor,606,197957,Vadamala
Chittoor,606,197955,T.C.Agraharam
Chittoor,606,197940,Appalayagunta
Chittoor,606,197941,Balinaidu Kandriga
Chittoor,606,197942,Chinthakalva
Chittoor,606,197953,Seetharama Puram
Chittoor,606,197948,O.B.R.Kandriga
Chittoor,606,197949,Padiredu
Chittoor,606,197951,Pudi
Chittoor,606,197952,S.V.P.R.Puram
Chittoor,606,197944,Kalluru
1,607,196711,Thatrakal
1,607,196709,Pedda Pyapili
1,607,196701,Gade Hothur
1,607,196703,Gulapalem
1,607,196705,Kamalapadu
1,607,196700,Dharmapuri
1,607,196708,Patha Kadamala Kunta
1,607,196698,Chayapuram
1,607,196702,Ganjikunta
1,607,196697,Chabala
1,607,196714,Venkatampalli Peddathan
1,607,196713,Venkatampalli
1,607,196704,J.Rampuram
1,607,196707,Pandikunta
1,607,196710,Ragulapadu
1,607,196712,Vajrakarur
1,607,196699,Chinna Hothur
1,607,196706,Konakondla
Srikakulam,608,211630,K.R.Peta
Srikakulam,608,211637,Metturu
Srikakulam,608,211622,Bendi
Srikakulam,608,211647,Reyyipadu
Srikakulam,608,211633,Kondavooru
Srikakulam,608,211649,Sainuru
Srikakulam,608,211646,Rajam
Srikakulam,608,211619,Anathagiri
Srikakulam,608,211648,S.J.Puram
Srikakulam,608,211644,Peddaboddapadu
Srikakulam,608,211617,Akkupalli
Srikakulam,608,211620,Baipalli
Srikakulam,608,211643,Pathatekkali
Srikakulam,608,211624,Chinnavanka
Srikakulam,608,211650,U.G.Puram
Srikakulam,608,211621,Bathupuram
Srikakulam,608,211653,Vajrapukotturu
Srikakulam,608,211625,Devunalthada
Srikakulam,608,211632,Komaralthada
Srikakulam,608,211651,U.R.K.Puram
Srikakulam,608,211641,Pallisaradhi
Srikakulam,608,211629,Gunupalli
Srikakulam,608,211627,Garudabhadra
Srikakulam,608,211634,Kottapeta
Srikakulam,608,211628,Govindapuram
Srikakulam,608,211645,Peddbadam
Srikakulam,608,211639,P.J.Puram
Srikakulam,608,211636,M.N.Peta
Srikakulam,608,211631,K. Saradapuram
Srikakulam,608,211635,Nuvvalarevu
Srikakulam,608,211626,Dokulapadu
Srikakulam,608,211652,Undrukudia
Srikakulam,608,211618,Amalapadu
Srikakulam,608,211642,Pallivooru
Srikakulam,608,211640,P.M.Puram
Srikakulam,608,211638,Nagarampalli
Srikakulam,608,211623,Cheepurupalli
SPSR Nellore,609,209076,Juvvinattu
SPSR Nellore,609,209083,Muttembaka
SPSR Nellore,609,209080,Konduru
SPSR Nellore,609,209087,Ravigunta Palem
SPSR Nellore,609,209075,Jaminkothapalem
SPSR Nellore,609,209091,Yaragati Palli
SPSR Nellore,609,209079,Konda Puram
SPSR Nellore,609,209090,Valamedu
SPSR Nellore,609,209088,Tirumur
SPSR Nellore,609,209074,Duggaraja Patnam
SPSR Nellore,609,209077,Kalluru
SPSR Nellore,609,209073,Bali Reddy Palem
SPSR Nellore,609,209081,Molaganura
SPSR Nellore,609,209086,Pudirayadoruvu
SPSR Nellore,609,209078,Kasipuram
SPSR Nellore,609,209089,Vakadu
SPSR Nellore,609,209082,Reddipalem Bit-Ii
SPSR Nellore,609,209085,Nidigurthy
SPSR Nellore,609,209084,Nelli Pedi
Y.S.R.,610,198835,Koppolu
Y.S.R.,610,198843,Vallur
Y.S.R.,610,198839,Paidi Kalava
Y.S.R.,610,198831,Ambavaram
Y.S.R.,610,198838,Lebaka
Y.S.R.,610,198836,Kotluru
Y.S.R.,610,198840,Peddaputha
Y.S.R.,610,198830,Adi Nimmaya Palli
Y.S.R.,610,198842,Thappetla
Y.S.R.,610,198833,Duggaya Palli
Y.S.R.,610,198837,Kumarini Palli
Y.S.R.,610,198841,T.Gangana Palli
Y.S.R.,610,198834,Gotur
Y.S.R.,610,198832,Diguva Palli
Chittoor,611,197962,Chinthalavaripalle
Chittoor,611,197965,Kuraparthi
Chittoor,611,197972,Thatiguntapalle
Chittoor,611,197970,Nagarimadugu
Chittoor,611,197961,Chintaparthi
Chittoor,611,197966,Madhavaram Palle
Chittoor,611,197963,Gandaboyanapalle
Chittoor,611,197968,Mugalamarri
Chittoor,611,197964,Jarravaripalle
Chittoor,611,197960,Budidavedu
Chittoor,611,197959,Ayyavaripalle
Chittoor,611,197973,Valmikipuram
Chittoor,611,197967,Manchuru
Chittoor,611,197969,Murevendla Palle
Chittoor,611,197971,T.Sakirevupalle
Chittoor,611,197974,Vittalam
Srikakulam,612,211662,Kopparavalasa
Srikakulam,612,211672,Rajulagumada
Srikakulam,612,211667,Madduvalasa
Srikakulam,612,211669,Maruvada
Srikakulam,612,211670,Neelayyavalasa
Srikakulam,612,211658,K.Ch.Palli
Srikakulam,612,211665,M.S.R.Puram
Srikakulam,612,211678,V.V.R.Peta
Srikakulam,612,211677,Talagam
Srikakulam,612,211659,Kinjangi
Srikakulam,612,211675,Sivvam
Srikakulam,612,211661,Kopara
Srikakulam,612,211657,Geetanapalli
Srikakulam,612,211676,Sriharipuram
Srikakulam,612,211660,Konangipadu
Srikakulam,612,211674,Sangam
Srikakulam,612,211663,Kottisa
Srikakulam,612,211666,Maddivalasa
Srikakulam,612,211664,Laxmipeta
Srikakulam,612,211655,Bhagempeta
Srikakulam,612,211680,Voni Agraharam
Srikakulam,612,211654,Arasada
Srikakulam,612,211679,Vangara
Srikakulam,612,211673,Rushingi
Srikakulam,612,211656,Devakivada
Srikakulam,612,211671,Patuvardhanam
Srikakulam,612,211668,Magguru
Chittoor,613,197992,Mattiri Mitta
Chittoor,613,197998,Thondambattu
Chittoor,613,197988,Kurinjalam
